,Average Battery Life (in hours),Batteries,Brand,Card Description,Chipset Brand,Color,Computer Memory Type,Flash Memory Size,Graphics Coprocessor,Hard Drive,Hard Drive Interface,Item Dimensions  LxWxH,Item Weight,Item model number,Max Screen Resolution,Memory Speed,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Operating System,Optical Drive Type,Power Source,Processor,Processor Brand,Processor Count,Product Dimensions,RAM,Series,Standing screen display size,Wireless Type,price,rating,Hard Drive Rotational Speed,Hardware Platform,Screen Resolution,Graphics Card Ram Size,Voltage,National Stock Number,Rear Webcam Resolution,Package Dimensions,ASIN,Date First Available,Manufacturer,Manufacturer Part Number,Ruling,Batteries Included?,Batteries Required?,Display Style,Included Components,Is Discontinued By Manufacturer,Item Package Quantity,Part Number,Size,Style,Usage,Warranty Description,Department
2320,,,Dell,,AMD,Silver,DDR4 SDRAM,,Intel UHD Graphics,512 GB SSD,Solid State,15 x 10.02 x 0.8 inches,4.45 pounds,Dell Inspiron 15,1920x1080 Pixels,2.3 GHz,1,,Windows 10 Home,,AC & Battery,2.3 GHz amd_r_series,AMD,4,15 x 10.02 x 0.8 inches,8 GB DDR4,Dell,15.6 Inches,802.11ac,,Pre,,PC,1920x1080,,,,,,,,,,,,,,,,,,,,,,
2321,,,Dell,,,,DDR4 SDRAM,,AMD Radeon Vega 8,256 GB SSD,Solid State,,3.78 pounds,Inspiron 15,1920 x 1080 Pixels,2.3 GHz,,2,Windows 10,,,2.3 GHz ryzen_5_4500u,AMD,6,,8 GB DDR4,Dell Inspiron,15.6 Inches,"Bluetooth, 802.11a/g/n/ac",$699.00,Pre,,PC,,,,,,19.29 x 12.72 x 2.95 inches,,,,,,,,,,,,,,,,,
2322,,,Dell,,Intel,Black,DDR4 SDRAM,256 GB,Intel HD Graphics 610,256 GB SSD,Solid State,14.1 x 9.52 x 0.83 inches,3.68 pounds,Dell Inspiron 15,1366 x 768 Pixels,2.3 GHz,1,,Windows 10 S,,AC & Battery,2.3 GHz intel_pentium_d,Intel,2,14.1 x 9.52 x 0.83 inches,8 GB DDR3,Inspiron,15.6 Inches,"Bluetooth, 802.11ac",,Pre,,PC,,,,,,,,,,,,,,,,,,,,,,,
2323,,1 Lithium Polymer batteries required. (included),MSI,Integrated,Intel,Carbon Gray,DDR4 SDRAM,8,,512 GB SSD,,0.67 x 14.05 x 9.2 inches,3.52 pounds,Modern 15 A11MU-653,1920 x 1080 Pixels,3200 MHz,,3,Windows 10 Home,No Optical Drive,,2.9 GHz core_i7_family,Intel,4,0.67 x 14.05 x 9.2 inches,8 GB DDR4,Modern 15 A11MU-653,15.6 Inches,Bluetooth,$964.66,Pre,,PC,1920 x 1080 pixels,,,,,,,,,,,,,,,,,,,,,,
2324,,1 Lithium Polymer batteries required. (included),MSI,Integrated,Intel,Beige Mousse,DDR4 SDRAM,8,,512 GB SSD,,0.63 x 12.68 x 8.74 inches,2.62 pounds,Modern 14 B11MO-609,1920 x 1080 Pixels,3200 MHz,,2,Windows 10 Home,No Optical Drive,,1.3 GHz core_i3_family,Intel,4,0.63 x 12.68 x 8.74 inches,8 GB DDR4,Modern 14 B11MO-609,14 Inches,Bluetooth,$679.00,Pre,,PC,1920 x 1080,,,,,,,,,,,,,,,,,,,,,,
2325,,,Dell,Integrated,Intel,,DDR4 SDRAM,,Intel,256 GB SSD,Solid State,,4.46 pounds,Inspiron 15,1366 x 768 Pixels,3.6 GHz,,,Windows 10,,,1 GHz core_i5_1035g1,Intel,4,,8 GB DDR4,Dell Inspiron,15.6 Inches,Bluetooth,,Pre,,PC,,,,,,16 x 8 x 3 inches,,,,,,,,,,,,,,,,,
2326,,1 Lithium Polymer batteries required. (included),MSI,Integrated,Intel,Carbon Gray,DDR4 SDRAM,8,,512 GB SSD,,0.67 x 14.05 x 9.2 inches,3.52 pounds,Modern 15 A11MU-654,1920 x 1080 Pixels,3200 MHz,,3,Windows 10 Home,No Optical Drive,,2.5 GHz core_i5_family,Intel,4,0.67 x 14.05 x 9.2 inches,8 GB DDR4,Modern 15 A11MU-654,15.6 Inches,Bluetooth,$866.89,Pre,,PC,1920 x 1080 pixels,,,,,,,,,,,,,,,,,,,,,,
2327,,,Lenovo,Integrated,Intel,Black,SDRAM,32,‎Intel Integrated Graphics,ssd,ATA,18 x 10.6 x 3.1 inches,4.5 pounds,81MB0066US,1366 x 768 Pixels,2.8 GHz,,2,Chrome OS,CD-R,,1.1 GHz Intel_Celeron_G470,Intel,2,18 x 10.6 x 3.1 inches,4 GB LPDDR4,Chromebook,11.6,Bluetooth,$322.14,5.0,,PC,1366 x 768,,,,,,,,,,,,,,,,,,,,,,
2328,,,Acer,Integrated,AMD,,DDR4 SDRAM,64 GB,Shared,64 GB Hybrid,USB,,4.35 pounds,CB311-10H,1366 x 768 Pixels,,,,Chrome OS,,,1.6 GHz amd_a4,AMD,2,,4 GB DDR4,Acer Chromebook,11.6 Inches,Bluetooth,$288.95,4.8,,PC,,,,,,10 x 8 x 3 inches,,,,,,,,,,,,,,,,,
2329,,,HP,"Integrated, Dedicated",AMD,Black,,,AMD Radeon R4,ssd,,,3.08 pounds,2D606UT#ABA,1366 x 768 Pixels,,2,2,Chrome OS,CD-R,,2.4 amd_a4,AMD,2,,4 GB DDR4,Chromebook,11.6,,,Pre,,,,,,,,11.6 x 8.1 x 0.7 inches,,,,,,,,,,,,,,,,,
2330,,,Dell,Integrated,Intel,Silver,DDR4 SDRAM,256 GB,Intel UHD Graphics 620,256 GB SSD,Solid State,15 x 10.02 x 0.8 inches,5.14 pounds,Dell Inspiron 15,1920x1080 Pixels,,1,,Windows 10 Home,,AC & Battery,1.6 GHz core_i5,Intel,4,15 x 10.02 x 0.8 inches,8 GB DDR4,Dell,15.6 Inches,802.11ac,,Pre,,PC,,,,,,,,,,,,,,,,,,,,,,,
2331,9 Hours,,ISTYLE,,Intel,Silver,DDR3 SDRAM,,HD,64 GB SSD,USB 2.0/3.0,13.19 x 8.86 x 0.67 inches,2.86 pounds,DreamBook 14.6 inch,1366*768 Pixels,2.3 GHz,,,Windows 10,,Battery Powered,2.3 GHz celeron_j3455,Intel,4,13.19 x 8.86 x 0.67 inches,6 GB,,14.6 Inches,,,Pre,,Windows,,,,,,,,,,,,,,,,,,,,,,,
2332,,,Dell,,Intel,,GDDR4,,Integrated Intel Iris Xe Graphics,256 GB SSD,ESATA,,4.62 pounds,Latitude 7420,1920 x 1080 Pixels,,,,Windows 10 Pro,,,3 GHz core_i7_family,Intel,4,,32 GB,Latitude 7420,14 Inches,,,Pre,,PC,,,,,,15.31 x 13.35 x 2.87 inches,,,,,,,,,,,,,,,,,
2333,,,ISTYLE,Integrated,Intel,Silver,DDR3 SDRAM,,,1 TB SSD,USB 3.0,9.45 x 14.57 x 0.79 inches,4.44 pounds,"DreamBook 15,6 Zoll",1920 x 1080 Pixels,,,,Windows 10,,Battery Powered,2.3 GHz celeron_j3455,Intel,4,9.45 x 14.57 x 0.79 inches,8 GB,,15.6 Inches,Bluetooth,,3.3,,Windows,,,,,,,,,,,,,,,,,,,,,,,
2334,,1 Lithium ion batteries required. (included),Dell,,Intel,,DDR4 SDRAM,512,Integrated Intel UHD Graphics,256 GB SSD,ESATA,8.5 x 12.72 x 0.92 inches,2.2 pounds,WJ40N,1920 x 1080 Pixels,,,,Windows 10 Pro,,,2.6 GHz apple_ci5,Intel,6,8.5 x 12.72 x 0.92 inches,16 GB,Dell Latitude 5411,14 Inches,802.11ax,,Pre,,PC,,,15.2 Volts,,,,,,,,,,,,,,,,,,,,
2335,,,Lenovo,Integrated,AMD,Grey,DDR4 SDRAM,,Integrated AMD Radeon Graphics,512 GB SSD,Solid State,14.04 x 9.18 x 0.7 inches,4 pounds,82L,1920 x 1080 Pixels,,,,Windows 10,,AC & Battery,1.8 GHz amd_r_series,AMD,8,14.04 x 9.18 x 0.7 inches,16 GB,IdeaPad 5,15.6 Inches,801.11ac,$819.00,5.0,,PC,1920x1080,,,,,,,,,,,,,,,,,,,,,,
2336,,1 Lithium ion batteries required. (included),Dell,,Intel,,DDR4 SDRAM,512,Integrated Intel Iris Xe Graphics,256 GB SSD,ESATA,8.22 x 12.65 x 0.76 inches,2.93 pounds,WT7MR,1920 x 1080 Pixels,2666 MHz,,,Windows 10 Pro,,,3 GHz core_i7_family,Intel,1,8.22 x 12.65 x 0.76 inches,16,Latitude 7420,14 Inches,Bluetooth,,Pre,,PC,,,,,,,,,,,,,,,,,,,,,,,
2337,,1 Lithium ion batteries required. (included),Lenovo,,Intel,,SDRAM,512 GB,,512 GB flash_memory_solid_state,USB 3.2,,5.1 pounds,20WM005PUS,1920 x 1080,,,,Windows 10 Pro,,Battery Powered,2.4 GHz core_i5,Intel,4,,16 GB SDRAM,Lenovo Thinkpad,14 Inches,Bluetooth,"$1,479.99",Pre,,,1920 x 1080,,,,,17.5 x 11.9 x 3.6 inches,,,,,,,,,,,,,,,,,
2338,,1 Lithium ion batteries required. (included),HP,Integrated,Intel,,DIMM,256,8th Generation Intel Core i5-8265U,256 GB SSD,Solid State,8.89 x 12.76 x 0.78 inches,4.53 pounds,14-cf1090ca,1920 x 1080 Pixels,,,,,,Battery Powered,1.6 GHz apple_ci5,Intel,4,8.89 x 12.76 x 0.78 inches,8 GB,HP Notebook,14 Inches,802.11ac,,5.0,,Hedwig 18C2,,,,,,,,,,,,,,,,,,,,,,,
2339,,,HP,,Intel,,DIMM,,8th Generation Intel Core i5-8265U,256 GB SSD,Solid State,,4.47 pounds,14-cf1015cl,1366 x 768 Pixels,,,,,,,1.6 GHz apple_ci5,Intel,1,,8 GB,HP Notebook,14 Inches,,,5.0,,PC,,,,,,19.17 x 12.4 x 3.27 inches,,,,,,,,,,,,,,,,,
2340,,,Dell,"Intel Integrated Graphics, Integrated",Intel,,DDR4 SDRAM,1 TB,Intel Integrated Graphics,1000 GB SSD,Solid State,,5.69 pounds,,1366x768 MP,,,,Windows 10 Pro,,,2.6 GHz core_i5,Intel,4,,16 GB,Latitude 5520 Laptop,15.6 Inches,Bluetooth,,Pre,,PC,,1.00,,,,18.4 x 15.1 x 3.7 inches,,,,,,,,,,,,,,,,,
2341,,1 Lithium ion batteries required. (included),HP,,,,DIMM,,8th Generation Intel Core i7 processor,512 GB SSD,Solid State,,4.39 pounds,HP Elite x2 G4 Tablet with Keyboard,1920 x 1280 Pixels,,,,,,,1.9 GHz apple_ci7,Intel,1,,16 GB,HP EliteBook,13 Inches,,,Pre,,PC,,,,,,19.1 x 13 x 2.85 inches,,,,,,,,,,,,,,,,,
2342,10 Hours,,Oydisen,Integrated,Intel,Metallic Black,DDR4 SDRAM,16 GB,Intel HD Graphics 400,32 GB SSD,Solid State,11.33 x 7.96 x 0.7 inches,2.6 pounds,XE500C13-K04US,1366x768 Pixels,2.48 GHz,,,Chrome OS,,Battery Powered,1.6 GHz celeron_n3060,Intel,2,11.33 x 7.96 x 0.7 inches,4 GB LPDDR4,XE500C13-K04US,11.6 Inches,Bluetooth,$329.99,4.7,,PC,1366x768,,,,,,,,,,,,,,,,,,,,,,
2343,,1 Lithium ion batteries required. (included),ASUS,Integrated,Intel,,Unknown,1024,Intel Integrated Graphics,1000 GB Mechanical Hard Drive,Serial ATA,15 x 9.9 x 1.1 inches,4.4 pounds,X540UA-DB71,1920x1080 Pixels,2133 MHz,2,1,Windows 10 Home,DVD-RW,,1.8 GHz core_i7,Intel,4,15 x 9.9 x 1.1 inches,8 GB DDR4,ASUS VivoBook,15.6 Inches,802.11g,,3.5,5400 RPM,,,1 GB,19 Volts,,,,,,,,,,,,,,,,,,,,
2344,"9.0, 7.0 Hours",1 Lithium Metal batteries required. (included),HP,,AMD,,GDDR4,256 GB,AMD Radeon,256 GB SSD,Solid State,15 x 13 x 3 inches,4.19 pounds,,1366 x 768,,,,"Windows 10 Home, Windows 10 S",,Battery Powered,2.4 GHz athlon_silver_3050U,AMD,2,15 x 13 x 3 inches,4 GB DDR4,,15.6 Inches,Bluetooth,,Pre,,PC,,,,,,,,,,,,,,,,,,,,,,,
2345,,1 Lithium Polymer batteries required. (included),IdeaPad,Integrated,AMD,,DDR4 SDRAM,64 GB,AMD Radeon R5,64 GB SSD,Solid State,,4.67 pounds,81VS,1920 x 1080 Pixels,1.8 GHz,,,"Windows 10 Home, Windows 10",,Battery Powered,1.8 GHz amd_a_series,AMD,2,,4 GB DDR4,Lenovo Ideapad,14 Inches,802.11ac,$289.00,4.4,,PC,,,,,,18.46 x 12.01 x 3.03 inches,,,,,,,,,,,,,,,,,
2346,,,MSI,Dedicated,NVIDIA,,DDR4 SDRAM,,NVIDIA GeForce RTX 2080,1 TB flash_memory_solid_state,USB 3.2,,5.72 pounds,GE75 Raider 10SGS-298,1920 x 1080,2.6 GHz,,,Windows 10,,"Corded Electric, Battery Powered",2.6 GHz core_i7,Intel,,,16 GB DDR4,,17.3 Inches,Bluetooth,,4.7,,,1920 x 1080,,,,,20.05 x 13.5 x 4 inches,,,,,,,,,,,,,,,,,
2347,,,Dell,"Intel Integrated Graphics, Integrated",Intel,Carbon Fiber,DDR4 SDRAM,,Intel Integrated Graphics,256 GB SSD,Solid State,,4.22 pounds,,1920x1080 MP,,,,Windows 10 Pro,,,core_i5,Intel,4,,8 GB,Latitude 7320 Laptop,13.3 Inches,Bluetooth,,Pre,,PC,,1.00,,,,14.69 x 13.5 x 2.83 inches,,,,,,,,,,,,,,,,,
2348,,1 Lithium Polymer batteries required. (included),MSI,Integrated,Intel,Pure White,,16,,512 GB SSD,,0.59 x 11.82 x 8.75 inches,2.98 pounds,Summit E13FlipEvo A11MT-096,1920 x 1200 Pixels,4267 MHz,,1,Windows 10 Home,No Optical Drive,,core_i5_family,Intel,4,0.59 x 11.82 x 8.75 inches,16 GB DDR4,Summit E13FlipEvo A11MT-096,13.4 Inches,Bluetooth,,Pre,,PC,1920 x 1200,,,,,,,,,,,,,,,,,,,,,,
2349,10 Hours,,Oydisen,,Intel,Pure Silver,DDR4 SDRAM,32 GB,Intel® HD Graphics 600,32 GB ssd,Solid State,11.7 x 8.1 x 0.79 inches,2.65 pounds,CP311-2H-C679,1366x768 Pixels,2.8 GHz,,,Chrome OS,,Battery Powered,1.1 GHz celeron_n3350,Intel,2,11.7 x 8.1 x 0.79 inches,4 GB LPDDR4,CP311-2H-C679,11.6 Inches,Bluetooth,$379.99,4.2,,PC,1366 x 768,,,,,,,,,,,,,,,,,,,,,,
2350,,1 Lithium ion batteries required. (included),HP,,Intel,,DIMM,128 GB,Intel Core i3-8145U 8th Generation,128 GB SSD,Solid State,,4.99 pounds,Notebook - 15-dw0034wm,1366 x 768 Pixels,,,,,,,2.1 GHz apple_ci3,Intel,1,,4 GB,HP Notebook,15 Inches,,$399.99,Pre,,PC,,,,,,19.2 x 12.3 x 3.2 inches,,,,,,,,,,,,,,,,,
2351,,1 Lithium ion batteries required. (included),Dell,,Intel,,DDR4 SDRAM,,Intel UHD Graphics 600,500 GB mechanical_hard_drive,Serial ATA,14.96 x 10.25 x 0.93 inches,4.86 pounds,,1366 x 768,2.6 GHz,,,Windows 10 Home,,Battery Powered,2.6 GHz celeron,Intel,3,14.96 x 10.25 x 0.93 inches,4 GB DDR4,Inspiron 15 3000,15.6 Inches,Bluetooth,,2.5,5400 RPM,PC,,,,,,,,,,,,,,,,,,,,,,,
2352,,,Acer,,AMD,,EDO DRAM,,AMD Radeon™ Graphics,512 GB SSD,Solid State,,5.39 pounds,A315,1920 x 1080 Pixels,,,,"Windows 10 S, Windows 10",,,2.3 GHz ryzen_5_3500u,AMD,2,,,Acer Aspire,15.6 Inches,Bluetooth,$599.97,4.5,,PC,,,,,,19 x 12.1 x 2.6 inches,,,,,,,,,,,,,,,,,
2353,,1 Lithium ion batteries required. (included),Acer,,Intel,Silver,DDR3 SDRAM,,,32 GB emmc,,11.65 x 7.83 x 0.71 inches,2.34 pounds,CB311-9H-C29L,1366 x 768,,2,,Chrome OS,,Battery Powered,1.1 GHz celeron,Intel,2,11.65 x 7.83 x 0.71 inches,4 GB,Chromebook 311,11.6 Inches,Bluetooth,$189.99,4.5,,PC,,,,,,,,,,,,,,,,,,,,,,,
2354,,,Lenovo,Integrated,Intel,Black,,,,ssd,,,4 pounds,81MB004UUS,,,,2,Chrome OS,CD-R,,1.1 GHz Intel_Celeron_G470,Intel,2,,,Chromebook,11.6,,$322.14,Pre,,,,,,,,17.6 x 9.84 x 2.64 inches,,,,,,,,,,,,,,,,,
2355,,,Lenovo,,AMD,Platinum Grey,DDR4 SDRAM,,Integrated AMD Radeon Vega 3 graphics,256 GB HDD,Serial ATA,15.8 x 8.9 x 0.8 inches,3.5 pounds,L340,1366 x 768 Pixels,3.5 GHz,,,Windows 10,,AC & Battery,2.6 GHz amd_r_series,AMD,2,15.8 x 8.9 x 0.8 inches,8 GB DDR3,Ideapad,15.6 Inches,802.11ac,,4.1,5400 RPM,PC,1366x768,,,,,,,,,,,,,,,,,,,,,,
2356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,499.11",Pre,,,,,,,,,,,,,,,,,,,,,,,,,
2357,,1 Lithium ion batteries required. (included),AVENTIS,Integrated,Intel,,DDR SDRAM,500 GB,Intel,500 GB flash_memory_solid_state,,,7.04 pounds,CF542,1366 x 768,2133 MHz,,,Windows 10,,,,Intel,2,,16 GB DDR4,Panasonic Toughbook,14 Inches,Bluetooth,,5.0,,,,,,,,18.39 x 13.03 x 4.69 inches,,,,,,,,,,,,,,,,,
2358,,,Toshiba,Dedicated,Teradici,,,128,,HDD,,,5.8 pounds,PYS33U-01Q022,,,2,2,Windows 10 Home,BD-ROM,,a_series_dual_core_a4_3310m,Qualcomm,2,,,NPP-O108C,14,,$329.99,Pre,,,,,,,,17 x 14 x 3 inches,,,,,,,,,,,,,,,,,
2359,12 Hours,,Acer,,Intel,Silver,DDR4 SDRAM,,Intel UHD Graphics 600,32 GB SSD,Solid State,12.81 x 9.13 x 0.78 inches,2.2 pounds,Acer Chromebook,1366 x 768 Pixels,2.6 GHz,,,Chrome OS,,Battery Powered,1.1 GHz intel_celeron_d,Intel,2,12.81 x 9.13 x 0.78 inches,4 GB LPDDR4,Acer Chromebook,14 Inches,802.11ac,,4.9,,PC,,,,,,,,,,,,,,,,,,,,,,,
2360,,,LG,,,,DDR SDRAM,,,,,,2.3 pounds,17Z90P-N.APS5U1,,,,,Windows 10 Pro,,,core_i7,Intel,,,,,17 Inches,,"$1,499.00",4.3,,,,,,,,19.4 x 12.1 x 2.4 inches,,,,,,,,,,,,,,,,,
2361,,,ELZU.US,Integrated,,,DDR3 SDRAM,128 GB,,emmc,,13.5 x 9.65 x 0.7 inches,3.64 pounds,A114-31-C4HH,,2.2 GHz,,,Windows 10 Home,,,celeron,Intel,4,13.5 x 9.65 x 0.7 inches,4 GB,Aspire One,14 Inches,Bluetooth,,3.3,,Windows,,,,,,,,,,,,,,,,,,,,,,,
2362,5 Hours,1 Lithium ion batteries required. (included),Dell,Dedicated,NVIDIA,Charcoal Gray,SODIMM,256 GB,NVIDIA GeForce GTX 1050,256 GB SSD,Solid State,9.4 x 14.08 x 0.78 inches,3.9 pounds,7590,1920 x 1080,2400 MHz,,,Windows 10,,AC & Battery,2.4 GHz core_i5_family,Intel,4,9.4 x 14.08 x 0.78 inches,8 GB SO-DIMM,Inspiron,15.6 Inches,802.11ac,,5.0,,PC,1920x1080,3.00,,,,,,,,,,,,,,,,,,,,,
2363,,,ASUS,Integrated,Intel,Blue,,32 GB,,32 GB flash memory solid state,Ethernet 100Base-T,,2.14 pounds,X205TA-SATM0404G,,1.8 GHz,,,Windows 8,,,1.8 GHz intel_atom,Intel,1,,2 GB DDR3,X205TA-SATM0404G,11.6 Inches,802.11bgn,,3.9,,PC,,,,,,15.1 x 9.7 x 2.5 inches,,,,,,,,,,,,,,,,,
2364,,1 Lithium ion batteries required. (included),Computer Upgrade King,,Intel,,DDR4 SDRAM,250 GB,,250 GB,Solid State,10.7 x 13.6 x 1.2 inches,4.4 pounds,54 Lite,,2133 MHz,,,Windows 10 Pro,,,2.6 GHz core_i5,Intel,2,10.7 x 13.6 x 1.2 inches,8 GB DDR4,Toughbook,14 Inches,802.11ac,,5.0,,PC,1366 x 768,,,,,,,,,,,,,,,,,,,,,,
2365,13 Hours,1 Lithium Polymer batteries required. (included),Acer,Integrated,Intel,White,Unknown,256,Intel HD Graphics 520,256 GB SATA,,12.87 x 8.98 x 0.57 inches,3 pounds,S5-371T-58CC,1920 x 1080 Pixels,2.8 GHz,,2,Windows 10,,Battery Powered,2.3 GHz core_i5_6200u,Intel,1,12.87 x 8.98 x 0.57 inches,8 GB DDR3,S5-371T,13.3 Inches,802.11ac,,3.9,,,,,,,,,,,,,,,,,,,,,,,,,
2366,,,Anthenn,Integrated,Intel,Sliver,DDR4 SDRAM,256 GB,Intel Celereon 3867U,256 GB SSD,USB 2.0/3.0,14.5 x 10 x 2.8 inches,2.8 pounds,ANF145S,1920 x 1080 Pixels,1.8 GHz,2,,Windows 10,,Battery Powered,1.8 GHz celeron,Intel,2,14.5 x 10 x 2.8 inches,8 GB DDR4,ANF145S,14.1 Inches,802.11abg,,3.5,,PC,1920x1080,,7.4 Volts,,,,,,,,,,,,,,,,,,,,
2367,,1 Lithium ion batteries required. (included),Dell,Dedicated,NVIDIA,,DDR4 SDRAM,128 GB,NVIDIA GeForce GTX 1650,1 TB HDD 5400 rpm,Serial ATA,14.3 x 10.8 x 0.95 inches,6.6 pounds,G5 15 Gaming,1920x1080,4.1 GHz,,,Windows 10,,Battery Powered,2.4 GHz core_i5,Intel,4,14.3 x 10.8 x 0.95 inches,8 GB DDR4,G5 15 Gaming,15.6 Inches,Bluetooth,"$1,029.00",4.5,5400 RPM,PC,1920x1080,,,,,,,,,,,,,,,,,,,,,,
2368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,
2369,6 Hours,,Dell,,Intel,Black,DDR4 SDRAM,256 GB,Intel UHD Graphics,256 GB SSD,Solid State,9.8 x 0.9 x 14.3 inches,3.9 pounds,3501-5573BLK,1920x1080 Pixels,,1,,Windows 10,,Battery Powered,1 GHz,Intel,4,9.8 x 0.9 x 14.3 inches,8 GB DDR4,Inspiron 3501-5573BLK,15.6 Inches,"Bluetooth, 802.11abg",$580.00,Pre,,PC,1920 x 1080,,,,1 MP,,,,,,,,,,,,,,,,,,
2370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
2371,,,XPS7390,Integrated,,,,1 TB,Integrated,1 TB flash_memory_solid_state,,,5.49 pounds,XPS 13 7390,,,,,Windows 10,,Battery Powered,,Intel,4,,16 GB LPDDR3,Dell Precision,13.3 Inches,,,5.0,,,,,,,,17.7 x 11.5 x 3.2 inches,,,,,,,,,,,,,,,,,
2372,12 Hours,1 Lithium Polymer batteries required. (included),Acer,Integrated,Intel,Silver,DDR4 SDRAM,256 GB,Intel UHD Graphics 620,256 GB flash_memory_solid_state,Solid State,12.7 x 9 x 0.7 inches,3.2 pounds,Swift 3,1920x1080 (FHD IPS),3.4 GHz,,,Windows 10,,AC & Battery,3.4 GHz core_i5,Intel,4,12.7 x 9 x 0.7 inches,8 GB DDR4,Acer Swift 3,14 Inches,"Bluetooth, 802.11ac",,4.5,,PC,1920x1080,,,,,,,,,,,,,,,,,,,,,,
2373,,,GIGABYTE,"Integrated, Dedicated",NVIDIA,,Unknown,256,NVIDIA GeForce GTX 1070,1024 GB Hybrid Drive,Serial ATA,15.35 x 10.71 x 0.9 inches,5.51 pounds,X5 V7-KL3K3D,2880 x 1620 Pixels,2400 MHz,,4,Windows 10 Home,,,2.9 GHz,Intel,2,15.35 x 10.71 x 0.9 inches,16 GB DDR4,,15.6 Inches,802.11ac,,3.1,7200 RPM,,,,5 Volts,,,,,,,,,,,,,,,,,,,,
2374,7 Hours,1 Lithium ion batteries required. (included),Lenovo,,,Black,DDR3 SDRAM,256,Intel HD Graphics 4400 Integrated,1016 GB flash_memory_solid_state,,12.47 x 8.71 x 0.75 inches,3.49 pounds,20CD0033US,1920x1080,1600 MHz,,2,Windows 8,,Battery Powered,1.8 GHz,Intel,2,12.47 x 8.71 x 0.75 inches,8 GB DDR3,Lenovo Thinkpad,12.5 Inches,802.11bgn,,3.4,,PC,,,,,,,,,,,,,,,,,,,,,,,
2375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pre,,,,,,,,,,,,,,,,,,,,,,,,,
2376,,,Dell,,Intel,,DDR4 SDRAM,512 GB,Intel ICL-U UHD Graphics,512 GB PCIe SSD,PCIE x 4,14.96 x 10.16 x 0.89 inches,4.83 pounds,15 3000,1920x1080,2666 MHz,,,Windows 10,,Battery Powered,1 GHz core_i5,Intel,4,14.96 x 10.16 x 0.89 inches,16 GB DDR4,Inspiron,15.6 Inches,Bluetooth,,Pre,,PC,1920x1080,,,,,,,,,,,,,,,,,,,,,,
2377,,,Lenovo,Integrated,AMD,,,128,,128 GB SSD,Serial ATA,12.9 x 8.9 x 0.7 inches,3.48 pounds,81MQ001RUS,1920x1080 Pixels,,1,,Windows 10 Home,No Optical Drive,Battery Powered,1.8 GHz,AMD,1,12.9 x 8.9 x 0.7 inches,4 GB DDR4,,14 Inches,,$794.69,5.0,0.1 RPM,,,,,,,,,,,,,,,,,,,,,,,,
2378,,1 Lithium ion batteries required. (included),Dell,,Intel,,DDR4 SDRAM,512 GB,Intel UHD 620 Graphics,512 GB mechanical_hard_drive,ATA,10.15 x 14.96 x 0.89 inches,4.8 pounds,,1920 x 1080,2.2 GHz,,,Windows 10,,,2.2 GHz core_i3,Intel,2,10.15 x 14.96 x 0.89 inches,12 GB DDR4,Dell Inspiron 15 5000 Series,15.6 Inches,Bluetooth,,2.2,5400 RPM,PC,,,,,,,,,,,,,,,,,,,,,,,
2379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
2380,"6.0, 4.0 Hours",,Meet-GT,,Intel,Silver,DDR3 SDRAM,,Intel ninth generation HD Graphics 500,256 GB SSD,ATA,12.91 x 8.66 x 0.59 inches,2.75 pounds,Jumper EZbook S4,1920 * 1080 Pixels,,,,Windows 10,,Battery Powered,1.1 MHz celeron_n4020,Intel,4,12.91 x 8.66 x 0.59 inches,8 GB DDR4L,Jumper EZbook S4,14 Inches,Bluetooth,,5.0,,PC,,,,,,,,,,,,,,,,,,,,,,,
2381,,1 Lithium ion batteries required.,Lenovo,Dedicated,NVIDIA,,Unknown,256,,flash_memory_solid_state,Solid State,13 x 8.9 x 0.7 inches,5.3 pounds,20RH0014US,1920 x 1080,,1,2,Windows 10 Pro,,,8032,,1,13 x 8.9 x 0.7 inches,,Lenovo Thinkpad,14 Inches,802.11ac,"$1,649.98",1.0,1,,,2 GB,,,,,,,,,,,,,,,,,,,,,
2382,5 Hours,,Lenovo,Dedicated,NVIDIA,,DDR4 SDRAM,512 GB,NVIDIA GeForce GTX 1650,512 GB PCIe SSD,PCIE x 4,14.37 x 10.24 x 1.02 inches,5.1 pounds,Y540,1920x1080,2666 MHz,,,Windows 10,,"Corded Electric, Battery Powered",2.6 GHz core_i7,Intel,6,14.37 x 10.24 x 1.02 inches,8 GB DDR4,Legion,15.6 Inches,802.11ac,"$1,105.00",5.0,,PC,1920x1080,,,,,,,,,,,,,,,,,,,,,,
